label,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z
A,0.3144890367984772,0.5965858697891235,-2.5129241976173944e-07,0.372514545917511,0.5634133219718933,-0.021254105493426323,0.421444833278656,0.4886348843574524,-0.0282532200217247,0.45777130126953125,0.4478433132171631,-0.03376106917858124,0.4967235326766968,0.44610396027565,-0.033573731780052185,0.38378819823265076,0.4272159934043884,-0.008151466958224773,0.39254236221313477,0.39549410343170166,-0.029519662261009216,0.388448566198349,0.45367759466171265,-0.03809698671102524,0.38570839166641235,0.4583701491355896,-0.04246126115322113,0.3440384268760681,0.4254807233810425,-0.0062395548447966576,0.3555501401424408,0.3997827172279358,-0.023663651198148727,0.354814738035202,0.4716089963912964,-0.021380066871643066,0.3508469760417938,0.4608931839466095,-0.01676415093243122,0.3074335753917694,0.43183284997940063,-0.009314944967627525,0.31688469648361206,0.40721240639686584,-0.02567182667553425,0.3219122290611267,0.46742522716522217,-0.011669973842799664,0.3199138045310974,0.4603939652442932,0.00013412914995569736,0.2735687494277954,0.4390028417110443,-0.014892371371388435,0.27871960401535034,0.42184317111968994,-0.020054098218679428,0.288444459438324,0.46130821108818054,-0.006447624880820513,0.2866554856300354,0.46537891030311584,0.00492922542616725
A,0.3044406473636627,0.5912589430809021,-2.6092058647009253e-07,0.3635353147983551,0.5610145926475525,-0.018621288239955902,0.4147626757621765,0.4920206367969513,-0.02696097455918789,0.45237767696380615,0.4499357342720032,-0.03511543199419975,0.49308687448501587,0.4476810097694397,-0.03787931054830551,0.37881240248680115,0.42821016907691956,-0.007741206791251898,0.38801395893096924,0.3990449607372284,-0.02934613637626171,0.3810565769672394,0.4585725665092468,-0.03635481372475624,0.37656477093696594,0.4641176164150238,-0.039535216987133026,0.33863669633865356,0.42374706268310547,-0.008457916788756847,0.3493654727935791,0.39915862679481506,-0.028660979121923447,0.34720391035079956,0.47358858585357666,-0.02541675791144371,0.3432351350784302,0.4666178226470947,-0.01943868026137352,0.301310271024704,0.4279673099517822,-0.013836482539772987,0.309579461812973,0.4011220335960388,-0.03404876962304115,0.31384384632110596,0.46789196133613586,-0.018045958131551743,0.3131885528564453,0.4651062786579132,-0.0037901410833001137,0.2658221125602722,0.4336106777191162,-0.02131647802889347,0.2679249942302704,0.41544297337532043,-0.028469128534197807,0.27654221653938293,0.45951154828071594,-0.013528332114219666,0.2775742709636688,0.4657614231109619,-0.0008243334013968706
A,0.2997947037220001,0.5823058485984802,-2.4649230567774794e-07,0.3582502603530884,0.5508872270584106,-0.01662617176771164,0.40703219175338745,0.48492613434791565,-0.024948012083768845,0.4458010792732239,0.44322773814201355,-0.03370416909456253,0.4844238758087158,0.43251487612724304,-0.03690694272518158,0.3718815743923187,0.4171144366264343,-0.005909298080950975,0.3798556923866272,0.38350406289100647,-0.028117012232542038,0.37474241852760315,0.44492894411087036,-0.03623468428850174,0.3706005811691284,0.4539908468723297,-0.03955560922622681,0.333490252494812,0.41278931498527527,-0.00722968764603138,0.34175431728363037,0.38606685400009155,-0.025278136134147644,0.34014183282852173,0.4622880220413208,-0.021353285759687424,0.3371489644050598,0.454693466424942,-0.015490039251744747,0.29697149991989136,0.4168562889099121,-0.01317779254168272,0.3041122853755951,0.38621917366981506,-0.030722621828317642,0.3078656792640686,0.4542652666568756,-0.012185157276690006,0.30731236934661865,0.45441675186157227,0.0030887206085026264,0.26124823093414307,0.42258772253990173,-0.021276764571666718,0.26200076937675476,0.40175244212150574,-0.026857761666178703,0.27032437920570374,0.44557198882102966,-0.010222230106592178,0.2711470127105713,0.45444878935813904,0.003720765933394432
A,0.2940782904624939,0.585686445236206,-2.999956336680043e-07,0.349032461643219,0.5488468408584595,-0.016994062811136246,0.39722368121147156,0.4723733067512512,-0.023600982502102852,0.43731048703193665,0.43152567744255066,-0.02994193509221077,0.47254425287246704,0.4180150032043457,-0.030184006318449974,0.3569466769695282,0.40623486042022705,-0.007373867090791464,0.36621522903442383,0.3742130398750305,-0.028125794604420662,0.362298846244812,0.43569323420524597,-0.034547556191682816,0.3583316206932068,0.44291946291923523,-0.037231605499982834,0.3169669806957245,0.4053081274032593,-0.008267799392342567,0.3276548385620117,0.38275930285453796,-0.02520422823727131,0.32833409309387207,0.4589139223098755,-0.019878176972270012,0.32485079765319824,0.44778257608413696,-0.013269467279314995,0.2801774740219116,0.4132462441921234,-0.013865901157259941,0.28895899653434753,0.3881564140319824,-0.030010344460606575,0.29576969146728516,0.4539812207221985,-0.012208991684019566,0.2948959469795227,0.44972124695777893,0.0019499434856697917,0.2457280158996582,0.4229810833930969,-0.021784894168376923,0.24910300970077515,0.4058411121368408,-0.02729836106300354,0.2598734200000763,0.4488077163696289,-0.011839703656733036,0.26024100184440613,0.45510512590408325,0.0009481141460128129
A,0.3287998139858246,0.5789321064949036,-2.239666514469718e-07,0.3866106867790222,0.5401673316955566,-0.012921377085149288,0.43830183148384094,0.4588886499404907,-0.019283516332507133,0.48180681467056274,0.42210784554481506,-0.02807781659066677,0.517080545425415,0.4198737144470215,-0.03223973140120506,0.3950299620628357,0.38352420926094055,0.0024263018276542425,0.42303141951560974,0.35958024859428406,-0.02361680194735527,0.41921231150627136,0.4198586940765381,-0.034991733729839325,0.4124909043312073,0.4286135137081146,-0.04056031256914139,0.3590952455997467,0.3827801048755646,-0.003655720502138138,0.3915189206600189,0.3652590215206146,-0.02816767431795597,0.385576993227005,0.4326030910015106,-0.02937939390540123,0.3732443153858185,0.4262414872646332,-0.02629861608147621,0.3215562403202057,0.39231961965560913,-0.015130388550460339,0.3531048893928528,0.3767445385456085,-0.04122486710548401,0.35513484477996826,0.43925076723098755,-0.029302390292286873,0.34318462014198303,0.43680331110954285,-0.016891557723283768,0.28403276205062866,0.406022310256958,-0.028231192380189896,0.3146834969520569,0.3950974941253662,-0.040203601121902466,0.3216848075389862,0.4417840838432312,-0.027203509584069252,0.3105880916118622,0.44829967617988586,-0.015267751179635525
A,0.365552693605423,0.574130117893219,-2.199976734118536e-07,0.4211958050727844,0.5431225895881653,-0.022507846355438232,0.466725617647171,0.479349285364151,-0.03424491733312607,0.5018340349197388,0.43997710943222046,-0.04688303545117378,0.5364144444465637,0.42233335971832275,-0.05370344966650009,0.4353092908859253,0.3955211937427521,-0.003586210310459137,0.4488212764263153,0.3665848672389984,-0.030936678871512413,0.44322291016578674,0.4292106628417969,-0.042525194585323334,0.4392847716808319,0.4326803386211395,-0.04790841042995453,0.3967694342136383,0.3923136591911316,-0.004943259060382843,0.4119742214679718,0.37003591656684875,-0.03143720701336861,0.407488077878952,0.4449741840362549,-0.03186866641044617,0.4023032784461975,0.43408772349357605,-0.026892127469182014,0.35876137018203735,0.3994690775871277,-0.012562396936118603,0.3704621195793152,0.37488988041877747,-0.03900375962257385,0.37317004799842834,0.44054102897644043,-0.024644624441862106,0.37058305740356445,0.435712605714798,-0.009920807555317879,0.3210882842540741,0.4101621210575104,-0.022679094225168228,0.3289429843425751,0.3914254605770111,-0.03449495509266853,0.3364545404911041,0.4354253113269806,-0.020579230040311813,0.3357550799846649,0.44224679470062256,-0.007316786330193281
A,0.4075954556465149,0.5449851751327515,-1.810170999760885e-07,0.4690525531768799,0.5062450766563416,-0.01380720641463995,0.5232791304588318,0.4320926070213318,-0.02061988227069378,0.5684409141540527,0.3897884488105774,-0.030096258968114853,0.6087619662284851,0.37535667419433594,-0.03507889434695244,0.48312628269195557,0.3431471586227417,0.00795680657029152,0.5065093040466309,0.32175761461257935,-0.014862854033708572,0.4975868761539459,0.38361749053001404,-0.024936024099588394,0.4887295961380005,0.3937482535839081,-0.028778400272130966,0.4444807469844818,0.3319067060947418,0.0037410904187709093,0.46716389060020447,0.32205313444137573,-0.01527384389191866,0.4612642824649811,0.39660966396331787,-0.014561209827661514,0.4523553252220154,0.39121222496032715,-0.009732854552567005,0.4050312340259552,0.3346174359321594,-0.006138825789093971,0.42171943187713623,0.3224235773086548,-0.02701749838888645,0.42471617460250854,0.3912495970726013,-0.013887600973248482,0.4184473156929016,0.39227962493896484,-0.0005439622909761965,0.3658595085144043,0.3434463441371918,-0.017657246440649033,0.3790733218193054,0.3271407186985016,-0.025420386344194412,0.3869673013687134,0.3758631646633148,-0.010241586714982986,0.38216257095336914,0.38810938596725464,0.004068557173013687
A,0.41714683175086975,0.5287711024284363,-3.333512381686887e-07,0.4847531020641327,0.4904731512069702,-0.012411012314260006,0.5411093831062317,0.4075170159339905,-0.01628114841878414,0.5828484892845154,0.36037564277648926,-0.021493546664714813,0.6249210834503174,0.3497067093849182,-0.02013469859957695,0.4997904896736145,0.31999942660331726,0.004753428511321545,0.5160878300666809,0.28928837180137634,-0.01607426069676876,0.5043154358863831,0.3614194095134735,-0.023435115814208984,0.4953913688659668,0.3651047348976135,-0.02735411748290062,0.45505639910697937,0.31160515546798706,2.9687085771001875e-05,0.4744472801685333,0.2892981171607971,-0.01959952712059021,0.46871063113212585,0.37367987632751465,-0.017276041209697723,0.4612330496311188,0.36502546072006226,-0.01144449319690466,0.4117949306964874,0.31689000129699707,-0.009551865048706532,0.4293953776359558,0.2920936942100525,-0.029048459604382515,0.4326894283294678,0.3685137629508972,-0.012804345227777958,0.42829659581184387,0.3645066022872925,0.0015848189359530807,0.3718600869178772,0.3262411653995514,-0.020882943645119667,0.385017991065979,0.3077915608882904,-0.027496855705976486,0.3946828246116638,0.3609721064567566,-0.011056296527385712,0.39308610558509827,0.36772453784942627,0.0032508717849850655
A,0.4059757888317108,0.5827803611755371,-4.7535218072880525e-07,0.47616738080978394,0.5440216660499573,-0.01569681242108345,0.5387259721755981,0.46675726771354675,-0.02390815131366253,0.5841614603996277,0.4201553463935852,-0.03358018398284912,0.630468487739563,0.4064980745315552,-0.03841365501284599,0.49870339035987854,0.3370281159877777,0.0013669689651578665,0.5166561007499695,0.3461611866950989,-0.02255975268781185,0.5085943937301636,0.42015889286994934,-0.036207184195518494,0.4986285865306854,0.4387919306755066,-0.042777180671691895,0.45291000604629517,0.31880655884742737,-0.003195972414687276,0.4694797396659851,0.3570398688316345,-0.02189818024635315,0.46652138233184814,0.43654653429985046,-0.02404022216796875,0.45583632588386536,0.44303980469703674,-0.022069493308663368,0.40678930282592773,0.326009601354599,-0.012486844323575497,0.42093366384506226,0.35478901863098145,-0.0338464193046093,0.4250063896179199,0.4332881569862366,-0.02279752865433693,0.4177868366241455,0.44753068685531616,-0.010689842514693737,0.36330872774124146,0.3448459804058075,-0.023781662806868553,0.374628484249115,0.34877723455429077,-0.0334458127617836,0.3843998908996582,0.40625327825546265,-0.01899142749607563,0.3815240263938904,0.42640358209609985,-0.003911800216883421
A,0.40213170647621155,0.6173347234725952,-4.5924537062091986e-07,0.4833526909351349,0.578536331653595,-0.01830599457025528,0.5543840527534485,0.4927821457386017,-0.028100425377488136,0.6064406633377075,0.44222795963287354,-0.03845646604895592,0.6555383205413818,0.4312788248062134,-0.041183050721883774,0.5058375000953674,0.3898122310638428,-0.012607545591890812,0.5261688232421875,0.3602205216884613,-0.03847865015268326,0.5121638774871826,0.4428084194660187,-0.04434601217508316,0.499997079372406,0.4531707763671875,-0.04700056090950966,0.45217645168304443,0.3767521381378174,-0.01767035201191902,0.47677865624427795,0.36185234785079956,-0.04164433106780052,0.46830907464027405,0.46147581934928894,-0.03715768828988075,0.45686405897140503,0.4475014805793762,-0.03070477396249771,0.40179556608200073,0.3821161389350891,-0.027238110080361366,0.42427414655685425,0.36188143491744995,-0.05164894834160805,0.42537161707878113,0.4501456022262573,-0.03121713362634182,0.4158388078212738,0.4417119026184082,-0.014658411964774132,0.3548532724380493,0.39386940002441406,-0.03889451175928116,0.3693072497844696,0.3772284686565399,-0.049843087792396545,0.38011354207992554,0.4362466037273407,-0.03109697997570038,0.37525928020477295,0.44215908646583557,-0.015228704549372196
